,word,closenessA,betweennessA,degreeA,transA,ncompoA,closenessB,betweennessB,degreeB,transB,ncompoB,closenessC,betweennessC,degreeC,transC,ncompoC,nSense,simp_word,N,RT,RTSD,ERR,length,Word,Frequency,C1Frequency,C2Frequency,C3Frequency,C4Frequency,C1FamilySize,C2FamilySize,C3FamilySize,C4FamilySize,C1FamilyFrequency,C2FamilyFrequency,C3FamilyFrequency,C4FamilyFrequency,C1ConditionalProbability,C12ConditionalProbability,C123ConditionalProbability,C1BackwardConditionalProbability,C12BackwardConditionalProbability,C123BackwardConditionalProbability,C1RE,C2RE,PMI,Strokes,C1Strokes,C2Strokes,C3Strokes,C4Strokes
1746,犬,3.468970062788358e-05,0.0,0.0,,1.0,3.469090404495941e-05,0.0,1.0,,2.0,4.0365796889791775e-05,0.0,1.0,,3874.25,4,犬,42,650.6480952380954,132.79476494306272,0.0,1,犬,13.5508,26.6272,,,,15,,,,6.5011,,,,,,,,,,,,,4,4,,,
1747,犯案,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,1,犯案,36,705.8049999999997,278.9922186267669,10.0,2,犯案,0.7932,158.4346,245.9753,,,62,76.0,,,135.7672,269.6961,,,0.01406414,,,0.00467514,,,4.1309,5.3358,3.2202,15,5,10.0,,
1748,犯罪,3.468970062788358e-05,0.0,0.0,,1.0,3.4690302336421504e-05,0.0,0.5,,1.5,3.4690302336421504e-05,0.0,0.5,,1.5,2,犯罪,41,611.9451219512197,208.95221318667512,2.380952380952381,2,犯罪,34.2772,158.4346,130.9778,,,62,62.0,,,135.7672,136.3603,,,0.60778128,,,0.48287385,,,4.1309,4.2265,9.6235,18,5,13.0,,
1749,狀態,3.4700534346457316e-05,8.424504017856579e-08,8.0,0.0,10.0,3.469090404495941e-05,0.0,1.0,,2.0,3.4707760362754935e-05,2.3347911135202517e-07,9.0,0.0,16.0,1,状态,39,601.7661538461541,118.97935315390973,2.5,2,状态,94.2847,140.4049,483.3037,,,45,39.0,,,186.4566,680.1112,,,0.71286851,,,0.15753815,,,5.8982,6.5273,7.9814,15,7,8.0,,
1750,狀況,3.717816298457988e-05,9.941156778408411e-05,14.0,0.017857142857142856,1931.0,3.4693913046932265e-05,0.0,3.5,1.0,4.5,4.225782503794971e-05,0.0006933854901876673,17.5,0.04055555555555556,5165.0,2,状况,41,702.3529268292682,268.98938687468626,0.0,2,状况,35.4633,140.4049,153.6346,,,45,18.0,,,186.4566,227.3239,,,0.26813138,,,0.16027338,,,5.8982,6.4325,8.1503,14,7,7.0,,
1751,狄,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,2,狄,31,983.1829032258064,326.7111187904236,24.39024390243902,1,狄,1.8384,11.1111,,,,0,,,,0.0,,,,,,,,,,,,,7,7,,,
1752,狗,3.5104429737141835e-05,1.5332232615355338e-06,0.5,0.0,322.6666666666667,3.4690502905934136e-05,0.0,0.6666666666666666,,1.6666666666666667,3.8473924720415945e-05,9.763219771425274e-06,5.333333333333333,0.5846153846153846,2583.1666666666665,6,狗,40,650.89275,254.51977161612743,2.4390243902439024,1,狗,241.5419,255.83700000000002,,,,43,,,,43.6175,,,,,,,,,,,,,8,8,,,
1753,狹隘,3.469050293376685e-05,8.023337159863408e-10,0.6666666666666666,0.0,1.6666666666666667,3.469130523965012e-05,0.0,1.3333333333333333,1.0,2.333333333333333,3.4693712324308786e-05,0.0,2.6666666666666665,1.0,4.333333333333333,3,狭隘,41,773.6819512195121,348.85687238622285,0.0,2,狭隘,3.6768,8.163,2.642,,,6,2.0,,,9.1846,3.699,,,0.40423798,,,0.99398798,,,1.6483,1.1913,15.1426,22,9,13.0,,
1754,猛烈,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,1,猛烈,39,673.5376923076923,217.15325510438305,7.142857142857142,2,猛烈,5.6042,76.9481,102.8296,,,26,29.0,,,68.6953,135.5004,,,0.09088723,,,0.06025825,,,4.2496,4.6786,7.7835,21,11,10.0,,
1755,猜測,3.468970062788358e-05,0.0,0.0,,1.0,3.4690302336421504e-05,0.0,0.5,,1.5,3.469090404495941e-05,0.0,1.0,,2.0,2,猜测,37,603.4329729729731,121.26479070989978,7.5,2,猜测,7.4203,247.3086,285.6395,,,12,40.0,,,80.7709,263.66200000000003,,,0.10296235,,,0.08283681,,,5.3071,4.885,6.888,20,11,9.0,,
1756,猶,3.468970062788358e-05,0.0,0.0,,1.0,3.469451524616523e-05,0.0,3.5,1.0,5.0,3.658377067187372e-05,0.0,3.5,1.0,1293.75,4,犹,39,895.9335897435901,395.52172606828736,2.5,1,犹,5.1668,47.9951,,,,12,,,,57.2424,,,,,,,,,,,,,7,7,,,
1757,猶如,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,1,犹如,41,803.6117073170731,325.69456357070567,2.380952380952381,2,犹如,8.8065,47.9951,1682.7852,,,12,119.0,,,57.2424,2134.811,,,0.22322435,,,0.05338846,,,4.1036,4.9554,5.2154,13,7,6.0,,
1758,猶豫,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,1,犹豫,39,650.3848717948717,155.1056900084889,2.5,2,犹豫,23.4766,47.9951,21.4963,,,12,3.0,,,57.2424,26.5678,,,0.59507704,,,1.0,,,4.1036,3.4179,13.0485,23,7,16.0,,
1759,獎,3.5311804684964496e-05,9.554273730319836e-06,0.75,0.0,483.5,3.4690302336421504e-05,0.0,0.5,,1.5,3.658196782549605e-05,6.368022141203573e-06,1.25,0.5,1292.25,4,奖,39,587.7102564102565,153.1906718076519,2.5,1,奖,204.9518,557.8568,,,,39,,,,601.4603,,,,,,,,,,,,,9,9,,,
1760,獨特,3.468970062788358e-05,0.0,0.0,,1.0,3.469090404495941e-05,0.0,1.0,,2.0,3.469090404495941e-05,0.0,1.0,,2.0,1,独特,38,659.4668421052633,153.91117361235075,2.564102564102564,2,独特,19.6368,199.9062,781.3284,,,71,81.0,,,261.3343,597.8132,,,0.13738914,,,0.26679424,,,4.9759,4.6266,5.6303,19,9,10.0,,
1761,獨立,3.468970062788358e-05,0.0,0.0,,1.0,3.4690904253733755e-05,0.0,1.0,1.0,2.0,3.4693713319715234e-05,0.0,1.3333333333333333,1.0,4.333333333333333,6,独立,40,660.939,223.125446638065,0.0,2,独立,37.828,199.9062,268.1926,,,71,89.0,,,261.3343,321.0304,,,0.2646647,,,0.32371226,,,4.9759,4.3773,7.4445,14,9,5.0,,
1762,獨自,3.468970062788358e-05,0.0,0.0,,1.0,3.469090404495941e-05,0.0,1.0,,2.0,3.469150577437042e-05,0.0,1.0,,2.5,2,独自,41,700.3541463414633,284.0252553733173,0.0,2,独自,35.5819,199.9062,3079.6642,,,71,210.0,,,261.3343,3831.5345,,,0.24894974,,,0.09716403,,,4.9759,6.712000000000001,3.7515,15,9,6.0,,
1763,獲得,3.468970062788358e-05,0.0,0.0,,1.0,3.469571854833114e-05,9.62800459183609e-09,5.0,0.6,6.0,3.469571854833114e-05,9.62800459183609e-09,5.0,0.6,6.0,1,获得,39,650.4728205128205,194.95475861079484,2.5,2,获得,1452.7057,1759.7481,4328.884,,,29,141.0,,,2608.9918,3929.5775,,,0.63066194,,,0.43406804,,,6.5227,6.1532,5.6162,21,10,11.0,,
1764,獵物,3.468970062788358e-05,0.0,0.0,,1.0,3.4690302336421504e-05,0.0,0.5,,1.5,3.469090408670849e-05,1.2035005739795112e-09,1.0,0.0,2.0,2,猎物,40,768.9940000000003,399.8441904798825,2.4390243902439024,2,猎物,3.3655,28.6272,651.5556,,,24,179.0,,,37.02,854.4255,,,0.12273587,,,0.00510175,,,1.9029,6.1344,5.3489,19,11,8.0,,
1765,率領,3.468970062788358e-05,0.0,0.0,,1.0,3.469571854833114e-05,6.017502869897556e-10,5.0,0.9,6.0,3.4708964071966946e-05,1.3238506313774625e-08,6.0,0.8666666666666666,17.0,1,率领,40,712.9417500000002,241.14121586565525,0.0,2,率领,1.8532,90.0988,408.5926,,,69,75.0,,,94.1957,472.4537,,,0.26968716,,,0.02768243,,,1.2902,3.793,4.2124,22,11,11.0,,
1766,玉,3.468970062788358e-05,0.0,0.0,,1.0,3.469250963118493e-05,0.0,0.16666666666666666,,3.333333333333333,3.595089660217495e-05,0.0,0.16666666666666666,,861.6666666666665,6,玉,39,641.2220512820512,185.60782487162632,2.5,1,玉,8.258,117.9111,,,,46,,,,44.4774,,,,,,,,,,,,,5,5,,,
1767,玩,3.468970062788358e-05,0.0,0.0,,1.0,3.4689941319648564e-05,0.0,0.2,1.0,1.2,3.4689941319648564e-05,0.0,0.2,1.0,1.2,10,玩,40,635.2225,307.5243413317696,0.0,1,玩,992.1423,1636.1235,,,,30,,,,356.8643,,,,,,,,,,,,,8,8,,,
1768,玩具,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,2,玩具,39,636.1235897435898,276.7803101310644,0.0,2,玩具,49.3106,1636.1235,198.3704,,,30,49.0,,,356.8643,218.59900000000002,,,0.22316905,,,0.33876553,,,5.5881,4.8509,7.9042,16,8,8.0,,
1769,玻璃,3.593393087108758e-05,3.1322026512257e-05,1.0,0.0,966.0,3.469090404495941e-05,0.0,1.0,,2.0,3.847421200959546e-05,3.931513294594912e-05,2.0,0.0,2583.5,2,玻璃,42,657.8185714285718,185.67835886050014,0.0,2,玻璃,33.4692,29.0074,31.0864,,,14,15.0,,,38.977,43.0022,,,1.0,,,0.89264531,,,4.4589,4.4474,13.1219,24,9,15.0,,
1770,珊瑚,3.717807499573257e-05,0.0,2.0,1.0,1931.0,3.468970062788358e-05,0.0,0.0,,1.0,4.225787363534196e-05,0.0,2.0,1.0,5165.0,1,珊瑚,40,915.42375,467.4733138890365,4.761904761904762,2,珊瑚,4.4922,13.9654,4.1531,,,4,4.0,,,5.3299,5.3299,,,1.0,,,1.0,,,1.3579,1.3137,16.183,22,9,13.0,,
1771,珍,3.468970062788358e-05,0.0,0.0,,1.0,3.469090408670993e-05,0.0,1.0,1.0,2.0,3.7212811473472106e-05,0.0,1.0,1.0,1722.833333333333,6,珍,36,713.4163888888891,307.2262438302039,7.6923076923076925,1,珍,2.3128,133.358,,,,20,,,,170.2298,,,,,,,,,,,,,9,9,,,
1772,珍惜,3.468970062788358e-05,0.0,0.0,,1.0,3.469331112961421e-05,0.0,3.0,1.0,4.0,4.225710189484035e-05,0.0,3.0,1.0,5165.0,1,珍惜,38,600.5455263157895,145.66142177309246,2.564102564102564,2,珍惜,115.3002,133.358,206.31599999999997,,,20,10.0,,,170.2298,281.5419,,,0.68978669,,,0.41974309,,,6.5325,5.9215,9.6682,20,9,11.0,,
1773,珍貴,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,1,珍贵,40,679.5882499999999,190.90628981710117,0.0,2,珍贵,24.8703,133.358,161.0963,,,20,43.0,,,170.2298,122.0237,,,0.14878709,,,0.31934133,,,6.5325,3.9099,8.6742,18,9,9.0,,
1774,現代,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,3,现代,41,590.7197560975609,104.71104186015472,2.380952380952381,2,现代,25.4855,2251.4667,428.4642,,,71,90.0,,,3291.2454,512.6019,,,0.01285748,,,0.09172158,,,6.727,4.9191,2.444,13,8,5.0,,
1775,現在,3.468970062788358e-05,0.0,0.0,,1.0,3.470173855710171e-05,0.0,10.0,1.0,11.0,4.225786607762452e-05,4.222723826937645e-05,12.0,0.696969696969697,5165.0,1,现在,41,622.8624390243903,234.14145563932598,2.380952380952381,2,现在,1640.1038,2251.4667,8861.0963,,,71,80.0,,,3291.2454,2474.2328,,,0.82743378,,,0.75613624,,,6.727,6.7451,6.1009,14,8,6.0,,
1776,現場,3.469692515425185e-05,0.0,0.3333333333333333,,7.0,3.468970062788358e-05,0.0,0.0,,1.0,3.7212257291719216e-05,0.0,0.3333333333333333,,1722.333333333333,3,现场,39,715.0133333333333,384.4033868102987,0.0,2,现场,104.8332,2251.4667,813.1457,,,71,159.0,,,3291.2454,778.3247,,,0.05288845,,,0.16146969,,,6.727,4.7288,3.8866,14,8,6.0,,
1777,現況,3.4700534012279264e-05,0.0,1.0,,10.0,3.468970062788358e-05,0.0,0.0,,1.0,3.470775977769975e-05,0.0,1.0,,16.0,1,现况,34,909.6035294117644,377.09753496685096,15.0,2,现况,0.3113,2251.4667,153.6346,,,71,18.0,,,3291.2454,227.3239,,,0.00015707,,,0.00140708,,,6.727,6.4325,-2.8376,15,8,7.0,,
1778,球員,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,1,球员,41,665.7685365853656,180.19845181855786,2.380952380952381,2,球员,15.9748,416.8346,361.3432,,,148,165.0,,,445.7005,469.6664,,,0.20635833,,,0.05558708,,,3.9018,5.1255,5.3157,18,11,7.0,,
1779,球迷,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,2,球迷,40,691.7260000000001,219.36024086139457,0.0,2,球迷,12.3647,416.8346,227.8963,,,148,49.0,,,445.7005,212.7798,,,0.15972422,,,0.23733637,,,3.9018,3.6514,5.6966,20,11,9.0,,
1780,理,3.468970062788358e-05,0.0,0.0,,1.0,3.4691560598509166e-05,1.312909717068558e-09,1.2727272727272727,0.8333333333333334,2.5454545454545454,3.675429886322218e-05,2.4215352942339896e-05,1.7272727272727273,0.7314814814814815,1409.8181818181818,11,理,38,669.7452631578948,210.81410353016273,7.317073170731707,1,理,50.3484,784.5877,,,,180,,,,1032.3795,,,,,,,,,,,,,11,11,,,
1781,理想,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,2,理想,40,612.117,146.36992330113318,0.0,2,理想,49.5775,784.5877,4461.0864,,,180,65.0,,,1032.3795,1169.4144,,,0.14084744,,,0.09293794,,,6.2304,6.0843,3.9415,24,11,13.0,,
1782,理由,3.468970062788358e-05,0.0,0.0,,1.0,3.4695718423049145e-05,9.62800459183609e-09,2.0,0.0,6.0,4.2257657807819126e-05,1.2427346926912433e-05,2.0,0.0,5165.0,1,理由,41,625.848292682927,159.22999886802722,0.0,2,理由,84.3588,784.5877,320.1531,,,180,36.0,,,1032.3795,268.8139,,,0.23965967,,,0.42036052,,,6.2304,5.2238,6.861000000000001,16,11,5.0,,
1783,理論,3.468970062788358e-05,0.0,0.0,,1.0,3.4691505847432745e-05,0.0,0.75,1.0,2.5,3.4691505847432745e-05,0.0,0.75,1.0,2.5,4,理论,40,722.0087500000003,384.2019976201587,0.0,2,理论,25.3892,784.5877,384.9284,,,180,85.0,,,1032.3795,530.6079,,,0.07212956,,,0.05843115,,,6.2304,6.1278,4.2272,17,11,6.0,,
1784,理髮,3.468970062788358e-05,0.0,0.0,,1.0,3.469090404495941e-05,0.0,1.0,,2.0,3.469090404495941e-05,0.0,1.0,,2.0,2,理发,39,717.8879487179488,261.8600361098861,2.5,2,理发,5.2113,784.5877,2698.6321,,,180,309.0,,,1032.3795,3206.1749,,,0.01480499,,,0.00730094,,,6.2304,5.4372,-0.7190000000000001,16,11,5.0,,
1785,瑜,3.468970062788358e-05,0.0,0.0,,1.0,3.4691305211815474e-05,0.0,0.6666666666666666,,2.333333333333333,3.7214075445805046e-05,0.0,0.6666666666666666,,1723.666666666667,3,瑜,37,869.8224324324326,261.1896304986659,9.75609756097561,1,瑜,2.0015,28.2914,,,,0,,,,0.0,,,,,,,,,,,,,13,13,,,
1786,瑣碎,3.468970062788358e-05,0.0,0.0,,1.0,3.4690302336421504e-05,0.0,0.5,,1.5,3.4690302336421504e-05,0.0,0.5,,1.5,2,琐碎,36,751.3066666666667,242.09613312542973,10.0,2,琐碎,3.7435,16.158,98.0296,,,6,28.0,,,22.2758,55.1223,,,0.48187023,,,0.10193783,,,1.39,2.6137,10.136000000000001,24,11,13.0,,
1787,環保,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,5,环保,40,664.432,155.45082802725432,0.0,2,环保,12.424000000000001,138.9679,533.3383,,,43,116.0,,,168.6953,684.1512,,,0.10572798,,,0.29183354,,,5.6791,3.2201,5.2573,17,8,9.0,,
1788,環境,3.468970062788358e-05,0.0,0.0,,1.0,3.4690422694828705e-05,4.814002295918045e-10,0.6,0.0,1.6,3.4690422694828705e-05,4.814002295918045e-10,0.6,0.0,1.6,5,环境,42,650.8742857142856,293.76264907394335,0.0,2,环境,65.0111,138.9679,142.9136,,,43,47.0,,,168.6953,192.4092,,,0.55324249,,,0.43506300000000003,,,5.6791,5.2342,9.4339,22,8,14.0,,
1789,環繞,3.468970062788358e-05,0.0,0.0,,1.0,3.4692709400206105e-05,0.0,2.0,1.0,3.5,3.4692709400206105e-05,0.0,2.0,1.0,3.5,2,环绕,40,798.9145,273.03777016780145,0.0,2,环绕,5.2261,138.9679,38.2815,,,43,15.0,,,168.6953,31.0378,,,0.04447388,,,0.21415553,,,5.6791,2.6957,8.4747,17,8,9.0,,
1790,瓷,3.531179930255802e-05,0.0,0.25,,483.5,3.468970062788358e-05,0.0,0.0,,1.0,3.658163661698407e-05,0.0,0.25,,1292.0,4,瓷,39,687.8364102564102,159.26328389588414,4.878048780487805,1,瓷,0.3262,10.3901,,,,10,,,,9.9407,,,,,,,,,,,,,11,11,,,
1791,甘心,3.468970062788358e-05,0.0,0.0,,1.0,3.469210754553339e-05,0.0,2.0,1.0,3.0,3.469210754553339e-05,0.0,2.0,1.0,3.0,1,甘心,40,791.04475,280.53191570326044,0.0,2,甘心,10.6968,143.5358,3688.8741,,,25,431.0,,,35.9526,4197.7539,,,0.37636933,,,0.00443441,,,2.1643,4.5667,4.9742,9,5,4.0,,
1792,甚至,3.468970062788358e-05,0.0,0.0,,1.0,3.4696320716269685e-05,0.0,5.5,1.0,6.5,3.471137401889576e-05,6.539019785288677e-08,8.0,0.7678571428571428,19.0,2,甚至,39,660.0384615384612,143.40091065442522,2.5,2,甚至,116.4937,104.1679,537.9951,,,11,43.0,,,121.8013,321.6012,,,0.97096077,,,0.89897603,,,7.1805,7.0257,10.1045,15,9,6.0,,
1793,甚麼,3.468970062788358e-05,0.0,0.0,,1.0,3.4696200575073865e-05,8.424504017856578e-10,3.6,0.8583333333333334,6.4,3.472560560073261e-05,9.745215082519314e-09,6.0,0.8839285714285715,30.8,5,甚么,15,1076.5186666666666,351.3130676856005,63.414634146341456,2,甚么,3.1134,104.1679,5856.5728,,,11,19.0,,,121.8013,7983.4544,,,0.02594995,,,0.00046052,,,7.1805,5.4698,0.3594,12,9,3.0,,
1794,甜,3.468970062788358e-05,0.0,0.0,,1.0,3.4689800912639906e-05,0.0,0.08333333333333333,,1.0833333333333333,3.532115832869609e-05,0.0,0.75,1.0,432.0,12,甜,40,662.6775000000001,170.50250794079932,0.0,1,甜,75.6412,192.0198,,,,22,,,,167.4574,,,,,,,,,,,,,11,11,,,
1795,生命,3.468970062788358e-05,0.0,0.0,,1.0,3.4690302357296035e-05,0.0,0.5,1.0,1.5,3.5636015336251416e-05,0.0,0.5,1.0,646.75,8,生命,39,628.1366666666668,217.23980842587815,2.5,2,生命,208.94,3215.2988,482.2568,,,378,91.0,,,4243.2691,570.6301,,,0.11504208,,,0.47445587,,,6.2433,5.7619,5.0103,13,5,8.0,,
1796,生命力,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,1,生命力,40,692.2729999999998,274.0616942634708,4.761904761904762,3,生命力,2.6316,3215.2988,482.2568,1358.479,,378,91.0,268.0,,4243.2691,570.6301,1516.6642,,0.09398994,0.69335938,,1.0,0.01130285,,,,-4.6289,15,5,8.0,2.0,
1797,生意,3.4697227812873434e-05,0.0,0.25,,7.25,3.4690001482152544e-05,0.0,0.25,,1.25,3.6581576795664834e-05,0.0,0.5,,1292.25,4,生意,40,724.3467499999998,322.88147267512767,0.0,2,生意,50.7561,3215.2988,1521.0864,,,378,171.0,,,4243.2691,2027.7687,,,0.02794625,,,0.04225735,,,6.2433,4.9342,1.2603,18,5,13.0,,
1798,生態,3.468970062788358e-05,0.0,0.0,,1.0,3.4690001482152544e-05,0.0,0.25,,1.25,3.4690001482152544e-05,0.0,0.25,,1.25,4,生态,41,719.7987804878047,342.3760820734647,0.0,2,生态,10.0,3215.2988,483.3037,,,378,39.0,,,4243.2691,680.1112,,,0.00550599,,,0.01670878,,,6.2433,6.5273,0.3275,13,5,8.0,,
1799,生活,3.4704952376285004e-05,0.0,0.6666666666666666,,13.666666666666664,3.4690904072792136e-05,0.0,1.0,1.0,2.0,3.973490962863019e-05,4.142448975637478e-06,1.6666666666666667,0.5,3444.333333333333,3,生活,40,708.16125,441.45920282619085,0.0,2,生活,859.5478,3215.2988,1309.6741,,,378,98.0,,,4243.2691,1605.7598,,,0.47326596,,,0.90210525,,,6.2433,6.9285,5.5724,14,5,9.0,,
1800,生物,3.551921752160416e-05,0.0002772585085601229,1.3333333333333333,0.16666666666666666,644.3333333333334,3.469050293376685e-05,0.0,0.6666666666666666,1.0,1.6666666666666667,3.7212510804218e-05,0.00038789589459364235,2.0,0.26666666666666666,1722.333333333333,3,生物,42,676.4430952380951,280.9443838416016,0.0,2,生物,25.8933,3215.2988,651.5556,,,378,179.0,,,4243.2691,854.4255,,,0.01425679,,,0.03925204,,,6.2433,6.1344,1.521,13,5,8.0,,
1801,生物圈,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,1,生物圈,39,681.4028205128205,149.69414805825906,2.5,3,生物圈,0.0519,3215.2988,651.5556,105.4222,,378,179.0,36.0,,4243.2691,854.4255,40.0148,,0.00185332,0.00420673,,1.0,0.01658768,,,,-7.3802,24,5,8.0,11.0,
1802,生產力,3.59338965627034e-05,0.0,0.5,,966.0,3.468970062788358e-05,0.0,0.0,,1.0,3.847359487614684e-05,0.0,0.5,,2583.0,2,生产力,40,606.3645,139.11603396961726,0.0,3,生产力,0.8451,3215.2988,206.1037,1358.479,,378,92.0,268.0,,4243.2691,276.983,1516.6642,,0.03018268,0.28078818,,1.0,0.00362965,,,,-7.2892,13,5,6.0,2.0,
1803,產,3.500119562137614e-05,0.0,0.25,,242.625,3.469105454515586e-05,0.0,0.75,1.0,2.125,3.6585151051639644e-05,0.0,1.0,1.0,1294.875,8,产,39,693.1615384615385,198.55941911333127,2.5,1,产,6.7309,206.1037,,,,92,,,,276.983,,,,,,,,,,,,,6,6,,,
1804,產品,3.717816308025443e-05,0.0,1.0,,1931.0,3.468970062788358e-05,0.0,0.0,,1.0,4.225791377801761e-05,0.0,1.0,,5165.0,1,产品,42,657.8580952380953,294.4250927157423,0.0,2,产品,63.0022,206.1037,632.2123,,,92,151.0,,,276.983,838.7695,,,0.45725507,,,0.10683981,,,4.4784,5.3226,6.8851,15,6,9.0,,
1805,用,3.4867688266987284e-05,1.7192865342564449e-10,0.2857142857142857,0.0,139.07142857142858,3.469262369839156e-05,3.4385730685128887e-10,2.2142857142857144,0.9537037037037036,3.4285714285714284,3.577497882946552e-05,7.452184554678038e-07,2.8571428571428568,0.5981060606060606,742.1428571428571,14,用,39,633.2197435897436,216.15419593048276,4.878048780487805,1,用,1288.1838,1499.9654,,,,184,,,,831.7124,,,,,,,,,,,,,5,5,,,
1806,用處,3.468970062788358e-05,0.0,0.0,,1.0,3.469210754553339e-05,0.0,2.0,1.0,3.0,4.225780251856679e-05,0.0,2.0,1.0,5165.0,1,用处,41,718.5812195121949,219.43146904210425,2.380952380952381,2,用处,2.9948,1499.9654,470.1136,,,184,113.0,,,831.7124,515.3299,,,0.01419337,,,0.011024700000000002,,,4.3933,4.4922,1.358,10,5,5.0,,
1807,用途,3.717818868574084e-05,0.0,1.0,,1931.0,3.469210754553339e-05,0.0,2.0,1.0,3.0,4.225812229814311e-05,0.00041360216849593503,4.0,0.3333333333333333,5165.0,1,用途,38,664.810263157895,187.67227339868614,5.0,2,用途,3.6175,1499.9654,87.037,,,184,24.0,,,831.7124,112.7798,,,0.01714446,,,0.04337778,,,4.3933,4.0031,3.8114,15,5,10.0,,
1808,田,3.5104425549503514e-05,0.0,0.16666666666666666,,322.6666666666667,3.469010178082522e-05,4.011668579931704e-10,0.3333333333333333,0.0,1.3333333333333333,3.595173093486577e-05,1.2035005739795114e-09,0.6666666666666666,0.0,862.1666666666665,6,田,37,769.3545945945947,367.1621460729012,7.5,1,田,19.3032,69.0815,,,,49,,,,41.4455,,,,,,,,,,,,,5,5,,,
1809,由衷,3.468970062788358e-05,0.0,0.0,,1.0,3.469090404495941e-05,0.0,1.0,,2.0,3.469090404495941e-05,0.0,1.0,,2.0,1,由衷,39,768.3182051282052,230.60831898163534,4.878048780487805,2,由衷,3.5508,320.1531,17.5605,,,36,12.0,,,268.8139,24.2921,,,0.06414892,,,0.31742876,,,3.6071,1.558,7.7922,15,5,10.0,,
1810,申訴,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,2,申诉,42,634.5676190476189,119.5814314203275,0.0,2,申诉,1.4455,74.0099,479.4716,,,18,30.0,,,56.1898,704.6108,,,0.0278651,,,0.00210866,,,4.885,7.9244,3.6765,12,5,7.0,,
1811,申請,3.468970062788358e-05,0.0,0.0,,1.0,3.469210754553339e-05,0.0,2.0,1.0,3.0,3.469210754553339e-05,0.0,2.0,1.0,3.0,1,申请,41,681.2248780487805,204.47837322222983,2.380952380952381,2,申请,46.6197,74.0099,623.1457,,,18,37.0,,,56.1898,180.2076,,,0.89868534,,,0.43914531,,,4.885,6.3535,10.7032,15,5,10.0,,
1812,男,3.468970062788358e-05,0.0,0.0,,1.0,3.4691505930946115e-05,0.0,1.5,1.0,2.5,3.8474616143231655e-05,5.488283108013028e-08,4.25,0.9228571428571428,2583.875,8,男,41,638.7565853658538,155.24368659642434,2.380952380952381,1,男,240.0519,842.9086,,,,43,,,,921.3491,,,,,,,,,,,,,7,7,,,
1813,男人,3.468970062788358e-05,0.0,0.0,,1.0,3.469210762904023e-05,0.0,2.0,1.0,3.0,3.6584665611106604e-05,0.0,4.75,1.0,1294.5,4,男人,39,643.0999999999998,246.31668571811784,2.5,2,男人,474.1957,842.9086,8774.3259,,,43,625.0,,,921.3491,5702.1349,,,0.55506963,,,0.13209094,,,5.0377,4.5563,5.1822,9,7,2.0,,
1814,男女,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,2,男女,40,713.2992499999997,361.9949397109663,2.4390243902439024,2,男女,52.1868,842.9086,1951.4765,,,43,128.0,,,921.3491,2059.3254,,,0.06108725,,,0.10050108,,,5.0377,5.9361,3.3461,10,7,3.0,,
