,word,closenessA,betweennessA,degreeA,transA,ncompoA,closenessB,betweennessB,degreeB,transB,ncompoB,closenessC,betweennessC,degreeC,transC,ncompoC,nSense,simp_word,N,RT,RTSD,ERR,length,Word,Frequency,C1Frequency,C2Frequency,C3Frequency,C4Frequency,C1FamilySize,C2FamilySize,C3FamilySize,C4FamilySize,C1FamilyFrequency,C2FamilyFrequency,C3FamilyFrequency,C4FamilyFrequency,C1ConditionalProbability,C12ConditionalProbability,C123ConditionalProbability,C1BackwardConditionalProbability,C12BackwardConditionalProbability,C123BackwardConditionalProbability,C1RE,C2RE,PMI,Strokes,C1Strokes,C2Strokes,C3Strokes,C4Strokes
381,副,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,3.4690904058875784e-05,0.0,1.0,1.0,2.0,6,副,40,796.117,314.46378803550823,4.761904761904762,1,副,47.146,58.1728,,,,18,,,,14.6998,,,,,,,,,,,,,11,11,,,
382,創造,3.468970062788358e-05,0.0,0.0,,1.0,3.46915057952464e-05,0.0,1.5,1.0,2.5,3.46915057952464e-05,0.0,1.5,1.0,2.5,2,创造,40,697.5795,240.142184943602,0.0,2,创造,59.7257,174.2914,283.0667,,,42,68.0,,,205.3521,386.3677,,,0.32270597,,,0.23365136,,,5.0022,6.0821,8.1449,16,6,10.0,,
383,劇場,3.551919634348359e-05,0.0,0.3333333333333333,,644.3333333333334,3.468970062788358e-05,0.0,0.0,,1.0,3.721242029691648e-05,0.0,0.3333333333333333,,1722.333333333333,3,剧场,41,642.1058536585365,146.83790556214757,0.0,2,剧场,9.3477,226.9728,813.1457,,,67,159.0,,,254.0474,778.3247,,,0.13656054,,,0.01439777,,,3.2455,4.7288,4.6339,16,10,6.0,,
384,劇毒,3.4690302336421504e-05,0.0,0.5,,1.5,3.4690302336421504e-05,0.0,0.5,,1.5,3.469150577437042e-05,0.0,1.0,,2.5,2,剧毒,39,673.2456410256409,163.99130478866502,7.142857142857142,2,剧毒,0.8302,226.9728,153.9605,,,67,73.0,,,254.0474,162.9355,,,0.01212909,,,0.0104186,,,3.2455,3.7285,3.3204,19,10,9.0,,
385,劇院,3.717818777468359e-05,0.0,1.0,,1931.0,3.468970062788358e-05,0.0,0.0,,1.0,4.225785963498228e-05,0.0,1.0,,5165.0,1,剧院,40,724.7500000000001,242.7708940122089,0.0,2,剧院,7.6353,226.9728,213.037,,,67,83.0,,,254.0474,285.0408,,,0.11154429,,,0.03618606,,,3.2455,5.6735,5.9952,20,10,10.0,,
386,力量,3.468970062788358e-05,0.0,0.0,,1.0,3.4691806753896743e-05,0.0,1.75,1.0,2.75,3.658232094950216e-05,0.0,1.75,1.0,1292.75,4,力量,38,620.3376315789473,152.60799940838058,5.0,2,力量,87.45,1358.479,446.3852,,,268,141.0,,,1516.6642,613.106,,,0.62686646,,,0.14831904,,,4.9982,5.6255,5.322,14,2,12.0,,
387,功能,3.468970062788358e-05,0.0,0.0,,1.0,3.4690302357296035e-05,0.0,0.5,1.0,1.5,3.4690302357296035e-05,0.0,0.5,1.0,1.5,4,功能,38,619.6565789473684,144.02181937313318,2.564102564102564,2,功能,128.3173,425.3975,3392.8198,,,75,87.0,,,612.8466,1370.3706,,,0.57276156,,,0.13708937,,,5.9249,5.6953,5.7922,15,5,10.0,,
388,加倍,3.468970062788358e-05,0.0,0.0,,1.0,3.469090404495941e-05,0.0,1.0,,2.0,3.469090404495941e-05,0.0,1.0,,2.0,2,加倍,39,733.7771794871795,211.25550821780067,0.0,2,加倍,18.5767,1169.5901,56.9481,,,105,11.0,,,1355.7376,31.1045,,,0.026041500000000002,,,0.97623685,,,6.3181,2.1294,7.2859,15,5,10.0,,
389,加入,3.468970062788358e-05,0.0,0.0,,1.0,3.469291010194298e-05,0.0,2.6666666666666665,1.0,3.6666666666666665,3.721467160890829e-05,0.0,3.6666666666666665,1.0,1724.666666666667,3,加入,41,661.3624390243904,222.56639336140182,0.0,2,加入,172.1942,1169.5901,662.6519,,,105,157.0,,,1355.7376,751.1119,,,0.24138791,,,0.30828545,,,6.3181,5.6304,5.8777,7,5,2.0,,
390,加冕,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,2,加冕,41,780.7692682926828,272.78305108996665,0.0,2,加冕,1.9199,1169.5901,3.8914,,,105,5.0,,,1355.7376,5.1446,,,0.00269144,,,0.46582734,,,6.3181,0.987,6.8677,16,5,11.0,,
391,加劇,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,2,加剧,25,931.9208000000003,293.9970806958231,37.5,2,加剧,1.9867,1169.5901,226.9728,,,105,67.0,,,1355.7376,254.0474,,,0.00278497,,,0.01877671,,,6.3181,4.8368,1.5151,15,5,10.0,,
392,加工,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,3.469150583699403e-05,0.0,0.5,,2.5,2,加工,40,719.8670000000002,262.9403497158964,2.4390243902439024,2,加工,4.9815,1169.5901,730.3556,,,105,199.0,,,1355.7376,1012.0830000000001,,,0.006983199999999999,,,0.02225534,,,6.3181,4.6259,0.4071,8,5,3.0,,
393,加油,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,4,加油,42,598.8930952380953,134.01394189371945,0.0,2,加油,247.2424,1169.5901,393.3531,,,105,153.0,,,1355.7376,416.7754,,,0.34659309,,,0.75645823,,,6.3181,6.6669,7.3367,13,5,8.0,,
394,加速,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,4,加速,40,674.6564999999998,334.17360179426817,0.0,2,加速,46.3973,1169.5901,818.8049,,,105,60.0,,,1355.7376,1148.0801,,,0.06504141,,,0.24348401,,,6.3181,4.6808,3.3511,15,5,10.0,,
395,助陣,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,1,助阵,39,867.3535897435896,362.5685509301886,7.142857142857142,2,助阵,1.6308,383.7333,91.9605,,,60,40.0,,,512.3425,92.9281,,,0.03435353,,,0.0445705,,,3.0406,2.8475,3.8649,13,7,6.0,,
396,努力,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,1,努力,39,646.6043589743591,193.0412585541838,2.5,2,努力,283.1727,193.3432,1358.479,,,1,268.0,,,283.1727,1516.6642,,,1.0,,,0.25966963,,,6.9916,5.8299,8.086,9,7,2.0,,
397,勉,3.468970062788358e-05,0.0,0.0,,1.0,3.469491645128885e-05,0.0,1.6666666666666667,1.0,5.333333333333333,3.721311351137977e-05,0.0,1.6666666666666667,1.0,1723.333333333333,3,勉,37,776.0094594594592,326.90913893063095,5.128205128205128,1,勉,0.0667,14.8593,,,,6,,,,15.7228,,,,,,,,,,,,,9,9,,,
398,勉強,3.468970062788358e-05,0.0,0.0,,1.0,3.469210805498162e-05,0.0,0.4,1.0,3.0,3.6203026291036174e-05,0.0,0.4,1.0,1033.8,5,勉强,42,729.1026190476192,308.2264436041719,0.0,2,勉强,14.0178,14.8593,480.9877,,,6,85.0,,,15.7228,513.1505,,,0.96234097,,,0.08646943,,,2.2784,5.6119,9.2916,21,9,12.0,,
399,勒令,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,1,勒令,36,841.7208333333333,195.79055481924735,10.0,2,勒令,0.7858,82.6272,154.9333,,,9,54.0,,,8.9251,78.8807,,,0.15565345,,,0.01180138,,,1.2155,4.2767,8.8512,16,11,5.0,,
400,勒索,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,1,勒索,40,725.86275,178.69939553350082,2.4390243902439024,2,勒索,3.8028,82.6272,114.5333,,,9,34.0,,,8.9251,122.765,,,0.75330396,,,0.03628776,,,1.2155,5.5764,10.3287,21,11,10.0,,
401,動作,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,2,动作,42,611.2430952380953,170.64571914032186,0.0,2,动作,57.2498,1375.5852,1034.6519,,,236,163.0,,,1837.7094,1390.6968,,,0.19145719,,,0.06621568,,,4.5351,6.8476,3.0522,13,6,7.0,,
402,動工,3.468970062788358e-05,0.0,0.0,,1.0,3.469010176690886e-05,0.0,0.3333333333333333,,1.3333333333333333,3.469090404495941e-05,0.0,1.0,,2.0,3,动工,37,861.4024324324321,330.44571188359015,7.5,2,动工,0.682,1375.5852,730.3556,,,236,199.0,,,1837.7094,1012.0830000000001,,,0.00228073,,,0.00304686,,,4.5351,4.6259,-2.8448,9,6,3.0,,
403,動物,3.717816667652848e-05,0.0003144815781689751,23.0,0.011857707509881422,1931.0,3.469090404495941e-05,0.0,1.0,,2.0,4.225808791634081e-05,0.0010695759063346411,25.0,0.016666666666666666,5165.0,1,动物,40,600.3969999999999,134.30599408507229,0.0,2,动物,58.6805,1375.5852,651.5556,,,236,179.0,,,1837.7094,854.4255,,,0.19624176,,,0.08895481,,,4.5351,6.1344,3.8778,14,6,8.0,,
404,動盪,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,2,动荡,40,769.2282500000001,355.5935719176693,0.0,2,动荡,1.7272,1375.5852,44.4938,,,236,35.0,,,1837.7094,53.0245,,,0.00577619,,,0.05241845,,,4.5351,2.4516,3.0599,15,6,9.0,,
405,動詞,3.468970062788358e-05,0.0,0.0,,1.0,3.469090404495941e-05,0.0,1.0,,2.0,3.469210754553339e-05,2.4070011479590224e-09,2.0,0.0,3.0,1,动词,41,679.5921951219514,179.3930496077279,0.0,2,动词,1.9348,1375.5852,127.6494,,,236,88.0,,,1837.7094,109.5626,,,0.00647033,,,0.02572189,,,4.5351,4.0373,2.0782,13,6,7.0,,
406,務農,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,1,务农,39,798.0494871794873,285.0784365467517,2.5,2,务农,0.1408,361.8025,92.8691,,,83,49.0,,,522.2165,116.7828,,,0.01619778,,,0.03479853,,,1.3769,0.8829,0.0556,11,5,6.0,,
407,勞工,3.468970062788358e-05,0.0,0.0,,1.0,3.469090404495941e-05,0.0,1.0,,2.0,3.469090404495941e-05,0.0,1.0,,2.0,1,劳工,37,837.8745945945946,325.83663528245563,7.5,2,劳工,1.1861,109.2395,730.3556,,,60,199.0,,,103.8176,1012.0830000000001,,,0.03100775,,,0.00529889,,,2.6689,4.6259,2.1674,10,7,3.0,,
408,勵,3.468970062788358e-05,0.0,0.0,,1.0,3.469090408670849e-05,0.0,1.0,1.0,2.0,3.469090408670849e-05,0.0,1.0,1.0,2.0,2,励,39,730.2338461538462,232.29047899032486,2.5,1,励,0.1334,171.6741,,,,5,,,,252.8169,,,,,,,,,,,,,7,7,,,
409,勸告,3.593386716931776e-05,0.0,0.5,,966.0,3.468970062788358e-05,0.0,0.0,,1.0,3.8473744294301724e-05,0.0,0.5,,2583.0,2,劝告,40,734.3595000000001,332.73126239369583,2.4390243902439024,2,劝告,1.1416,16.0198,684.4789999999999,,,13,70.0,,,6.1972,983.5878,,,0.24758842,,,0.00465862,,,0.9803,6.0103,6.0209,11,4,7.0,,
410,勸導,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,1,劝导,40,868.5554999999997,423.0894467891622,4.761904761904762,2,劝导,0.5634,16.0198,239.5654,,,13,64.0,,,6.1972,309.6961,,,0.1221865,,,0.00430229,,,0.9803,5.0905,6.7053,10,4,6.0,,
411,勸說,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,1,劝说,40,693.5705,164.78086098956283,0.0,2,劝说,1.4752,16.0198,3565.9309,,,13,108.0,,,6.1972,1151.3936,,,0.31993569,,,0.0020735,,,0.9803,6.3742,6.2369,13,4,9.0,,
412,勸阻,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,1,劝阻,36,751.1752777777779,309.6540445768107,10.0,2,劝阻,0.5708,16.0198,67.8864,,,13,26.0,,,6.1972,92.3573,,,0.12379421,,,0.20533333,,,0.9803,0.9211,8.4504,12,4,8.0,,
413,包含,3.468970062788358e-05,0.0,0.0,,1.0,3.4696119812628746e-05,0.0,5.0,1.0,6.333333333333332,3.4701738821785935e-05,0.0,5.0,1.0,11.0,3,包含,42,730.5697619047618,245.02348163717,0.0,2,包含,10.1483,667.2148,84.5037,,,107,31.0,,,606.9236,76.9533,,,0.05637689,,,0.46707608,,,5.3846,2.5915,6.3006,12,5,7.0,,
414,包圍,3.468970062788358e-05,0.0,0.0,,1.0,3.46917064760986e-05,0.0,1.3333333333333333,1.0,2.6666666666666665,3.46917064760986e-05,0.0,1.3333333333333333,1.0,2.6666666666666665,3,包围,39,682.4720512820512,184.90067259818366,0.0,2,包围,8.3914,667.2148,274.558,,,107,41.0,,,606.9236,367.0274,,,0.04661697,,,0.04087676,,,5.3846,6.3907,3.7188,12,5,7.0,,
415,包括,3.468970062788358e-05,0.0,0.0,,1.0,3.469571854833114e-05,9.62800459183609e-09,5.0,0.6,6.0,3.469571854833114e-05,9.62800459183609e-09,5.0,0.6,6.0,1,包括,40,730.122,334.6090266779412,0.0,2,包括,51.9718,667.2148,38.5185,,,107,7.0,,,606.9236,56.7457,,,0.2887205,,,0.93392833,,,5.3846,4.8547,9.0511,14,5,9.0,,
416,匆忙,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,1,匆忙,40,700.3957499999998,267.72099393640167,2.4390243902439024,2,匆忙,6.4715,16.7605,312.8494,,,5,23.0,,,23.2987,217.2721,,,0.32441472,,,0.04558271,,,2.9436,6.1566,9.012,11,5,6.0,,
417,匈奴,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,1,匈奴,40,708.3915000000002,177.3023350758051,2.4390243902439024,2,匈奴,0.3039,1.9556,16.5136,,,1,14.0,,,0.3039,15.745,,,1.0,,,0.30147059,,,0.7759999999999999,0.7863,14.4561,11,6,5.0,,
418,化妝,3.468970062788358e-05,0.0,0.0,,1.0,3.469050293376685e-05,0.0,0.6666666666666666,1.0,1.6666666666666667,3.469130526748573e-05,1.6046674319726816e-09,1.3333333333333333,0.3333333333333333,2.333333333333333,3,化妆,40,651.3967500000001,144.67616051893282,0.0,2,化妆,27.8799,422.48400000000004,76.1481,,,261,11.0,,,524.596,61.5048,,,0.24828360000000002,,,0.73759561,,,4.618,3.9072,9.1594,10,4,6.0,,
419,化學,3.468970062788358e-05,0.0,0.0,,1.0,3.469090404495941e-05,0.0,1.0,,2.0,3.469210754553339e-05,2.4070011479590224e-09,2.0,0.0,3.0,1,化学,41,614.049268292683,176.90335634733194,0.0,2,化学,18.6657,422.48400000000004,1166.4395,,,261,248.0,,,524.596,1430.7191,,,0.16622656,,,0.02993983,,,4.618,4.8545,3.4537,12,4,8.0,,
420,化石,3.5933889034535425e-05,0.0,0.5,,966.0,3.468970062788358e-05,0.0,0.0,,1.0,3.84734221992159e-05,0.0,0.5,,2583.0,2,化石,40,741.3279999999997,262.44691905026195,4.761904761904762,2,化石,3.0467,422.48400000000004,206.1531,,,261,138.0,,,524.596,215.7302,,,0.02713229,,,0.03479807,,,4.618,4.8481,3.7739999999999996,9,4,5.0,,
421,北,3.469090433261952e-05,0.0,0.1111111111111111,,2.0,3.469746529617044e-05,1.0584118936719815e-07,2.2222222222222223,0.7348484848484849,7.4444444444444455,3.805404953969468e-05,2.8794718965842688e-05,3.7777777777777777,0.8182261208576999,2296.6666666666665,9,北,41,620.0385365853659,140.8329710785259,0.0,1,北,47.828,345.1309,,,,70,,,,362.2313,,,,,,,,,,,,,5,5,,,
422,北方,3.5311844315971136e-05,0.0,0.25,,483.5,3.46915057952464e-05,0.0,1.5,1.0,2.5,3.658329993559235e-05,2.72610556032479e-06,2.25,0.7222222222222223,1293.25,4,北方,40,599.1152500000002,167.00541756892682,2.4390243902439024,2,北方,14.9815,345.1309,1010.4889,,,70,159.0,,,362.2313,1355.6264,,,0.05426232,,,0.0182681,,,6.8665,5.5974,3.5276,9,5,4.0,,
423,匝,3.468970062788358e-05,0.0,0.0,,1.0,3.4690422694828705e-05,0.0,0.6,1.0,1.6,3.4690422694828705e-05,0.0,0.6,1.0,1.6,5,匝,36,954.5530555555556,324.6746633241997,10.0,1,匝,0.1631,0.5383,,,,0,,,,0.0,,,,,,,,,,,,,5,5,,,
424,匠,3.468970062788358e-05,0.0,0.0,,1.0,3.4690302336421504e-05,0.0,0.5,,1.5,3.847338949158064e-05,0.0,0.5,,2583.0,2,匠,37,748.6289189189189,312.3506315450258,5.128205128205128,1,匠,0.8895,7.042000000000001,,,,20,,,,6.0712,,,,,,,,,,,,,6,6,,,
425,匪,3.468970062788358e-05,0.0,0.0,,1.0,3.469170655960544e-05,0.0,0.6666666666666666,1.0,2.6666666666666665,3.72116378072681e-05,0.0,0.6666666666666666,1.0,1722.333333333333,3,匪,38,857.2184210526317,375.7052966810506,5.0,1,匪,1.1119,37.5951,,,,13,,,,15.4855,,,,,,,,,,,,,10,10,,,
426,匹敵,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,1,匹敌,40,842.4934999999998,260.81872693648586,2.4390243902439024,2,匹敌,0.2817,17.8963,93.0716,,,9,44.0,,,8.2802,122.765,,,0.05688623,,,0.00355939,,,1.2703,4.0211,7.0212,14,4,10.0,,
427,區,3.5940534064506606e-05,0.0,0.75,,971.5,3.469210801531696e-05,7.822753730866821e-09,1.25,0.3,3.0,4.225795773157741e-05,1.5525759154622684e-05,2.0,0.3,5165.0,4,区,40,696.3697500000002,177.93570102690396,0.0,1,区,61.5789,319.8667,,,,110,,,,257.702,,,,,,,,,,,,,4,4,,,
428,十足,3.468970062788358e-05,0.0,0.0,,1.0,3.469060325331624e-05,0.0,0.75,1.0,1.75,3.469060325331624e-05,0.0,0.75,1.0,1.75,4,十足,41,823.4417073170732,299.96620801268955,2.380952380952381,2,十足,20.2076,743.9506,252.6519,,,29,69.0,,,211.5419,287.1831,,,0.14048650000000001,,,0.12842135,,,5.437,5.155,7.0717,9,2,7.0,,
429,千萬,3.468970062788358e-05,0.0,0.0,,1.0,3.469010176690886e-05,0.0,0.3333333333333333,,1.3333333333333333,3.469010176690886e-05,0.0,0.3333333333333333,,1.3333333333333333,3,千万,40,650.3132499999998,194.88489477700332,2.4390243902439024,2,千万,85.0334,287.2988,576.3111,,,71,92.0,,,170.9563,324.0771,,,0.8862021000000001,,,0.68973604,,,6.2754,6.6704,10.2626,6,3,3.0,,
430,升任,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,1,升任,31,945.063870967742,349.3722835284009,22.5,2,升任,0.1779,487.5012,580.0741,,,45,70.0,,,278.8584,773.3432,,,0.0009434,,,0.00105825,,,6.0603,5.439,-1.768,10,4,6.0,,
431,升學,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,1,升学,38,802.4326315789473,282.3458116956525,5.0,2,升学,0.5115,487.5012,1166.4395,,,45,248.0,,,278.8584,1430.7191,,,0.00271226,,,0.00082043,,,6.0603,4.8545,-1.0442,12,4,8.0,,
432,升級,3.468970062788358e-05,0.0,0.0,,1.0,3.4693913360115514e-05,1.8052508609692667e-09,1.75,0.6,4.5,3.847292958245928e-05,1.977179514394911e-09,3.5,0.7820512820512819,2583.0,4,升级,41,657.1670731707319,240.90084891137124,0.0,2,升级,151.8162,487.5012,624.6667,,,45,69.0,,,278.8584,626.2565,,,0.80503145,,,0.25165579,,,6.0603,6.0939,8.2778,10,4,6.0,,
433,午後,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,4.225786359968496e-05,0.0,3.0,1.0,5165.0,1,午后,39,846.7333333333332,310.7910489323835,2.5,2,午后,10.1557,368.884,2222.0988,,,19,178.0,,,523.8473,2316.8495,,,0.07864975,,,0.00544197,,,4.9644,6.1789,1.5058,10,4,6.0,,
434,半信半疑,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,1,半信半疑,40,808.05475,329.8516164222124,2.4390243902439024,4,半信半疑,0.3558,497.4864,1449.4864,497.4864,112.9037,82,148.0,82.0,40.0,305.7005,1059.7628,305.7005,144.6479,0.08421053,1.0,1.0,1.0,1.0,0.12307692,,,1.2605,33,5,9.0,5.0,14.0
435,協助,3.4693311087859345e-05,1.2035005739795112e-09,2.0,0.0,4.0,3.469451479721056e-05,3.6105017219385347e-09,4.0,0.5,5.0,3.469812625941328e-05,8.42450401785658e-09,6.0,0.5333333333333333,8.0,1,协助,37,720.6040540540541,350.34730016925494,5.128205128205128,2,协助,9.1549,56.8346,383.7333,,,24,60.0,,,74.0623,512.3425,,,0.16451312,,,0.02086431,,,3.3379,7.1296,6.5097,13,6,7.0,,
436,協定,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,3,协定,38,689.4165789473685,327.0604800692301,5.0,2,协定,3.3951,56.8346,1269.8667,,,24,138.0,,,74.0623,1556.0341,,,0.06100972,,,0.0023796,,,3.3379,5.4863,3.4379,14,6,8.0,,
437,協調,3.468970062788358e-05,0.0,0.0,,1.0,3.4692709462825374e-05,0.0,0.5,,3.5,3.4692709462825374e-05,0.0,0.5,,3.5,2,协调,41,771.9185365853657,425.6399518170318,0.0,2,协调,6.9014,56.8346,284.5481,,,24,120.0,,,74.0623,347.6501,,,0.12401758,,,0.04999463,,,3.3379,4.4469,6.6426,16,6,10.0,,
438,南極,3.717819137096242e-05,0.0,1.0,,1931.0,3.468970062788358e-05,0.0,0.0,,1.0,4.2258097332612626e-05,0.00012308485988720588,9.0,0.4444444444444444,5165.0,1,南极,39,692.5697435897437,281.22189317790344,2.5,2,南极,3.1653,336.8247,219.4123,,,82,55.0,,,269.3106,174.685,,,0.02377373,,,0.03908109,,,4.3275,4.2778,4.6185,17,9,8.0,,
439,博士,3.468970062788358e-05,0.0,0.0,,1.0,3.469042267812908e-05,0.0,0.6,,1.6,3.470053624314225e-05,2.0218809642855797e-08,1.2,0.0,10.0,5,博士,37,699.5148648648648,285.42312912996806,5.128205128205128,2,博士,44.507,2243.5852,334.2568,,,36,76.0,,,290.0667,415.6709,,,0.17258329,,,0.12206725,,,6.6988,5.1752,7.1311,15,12,3.0,,
440,博物館,3.593454595777188e-05,2.321552607206477e-06,1.5,0.0,966.5,3.469090404495941e-05,0.0,1.0,,2.0,3.8474983714154776e-05,1.2427346926912435e-05,2.5,0.0,2584.0,2,博物馆,41,720.1756097560974,250.0142421348114,0.0,3,博物馆,15.4411,2243.5852,651.5556,112.8296,,36,179.0,57.0,,290.0667,854.4255,142.0682,,0.82462391,0.95201097,,1.0,0.22757566,,,,0.5691,31,12,8.0,11.0,
441,占卜,3.468970062788358e-05,0.0,0.0,,1.0,3.4693311087859345e-05,0.0,2.0,1.0,4.0,3.4693311087859345e-05,0.0,2.0,1.0,4.0,1,占卜,40,713.1415000000002,227.92330039809204,2.4390243902439024,2,占卜,1.5419,54.3901,53.284,,,22,9.0,,,38.1171,66.0638,,,0.05401194,,,0.03269926,,,2.2817,5.0847,8.2222,7,5,2.0,,
442,卯,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,4.225755441705722e-05,0.0,2.0,1.0,5165.0,2,卯,34,890.7591176470587,234.40805806771354,12.82051282051282,1,卯,0.2224,2.8198,,,,0,,,,0.0,,,,,,,,,,,,,5,5,,,
443,印度,3.468970062788358e-05,0.0,0.0,,1.0,3.469090404495941e-05,0.0,1.0,,2.0,3.469090404495941e-05,0.0,1.0,,2.0,3,印度,39,680.4176923076923,217.4043527557945,2.5,2,印度,26.983,110.4247,1239.8568,,,57,130.0,,,113.6249,1532.4907,,,0.30634573,,,0.01880651,,,4.2559,6.6168,5.8278,15,6,9.0,,
444,印象,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,2,印象,40,657.29,316.599002638661,0.0,2,印象,38.4136,110.4247,272.1877,,,57,45.0,,,113.6249,301.3566,,,0.43612187,,,0.1408267,,,4.2559,5.4951,8.7099,18,6,12.0,,
445,危機,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,3.468970062788358e-05,0.0,0.0,,1.0,2,危机,41,685.9446341463414,213.8210221902609,0.0,2,危机,30.1927,86.0741,1506.3259,,,32,291.0,,,117.791,2096.0786,,,0.28444724,,,0.02605703,,,5.4203,6.4451,5.568,12,6,6.0,,
446,危險,3.468970062788358e-05,0.0,0.0,,1.0,3.46945147554528e-05,9.62800459183609e-09,3.0,0.3333333333333333,5.0,4.225739676105747e-05,2.484987985152895e-05,3.0,0.3333333333333333,5165.0,1,危险,39,601.7192307692308,157.5038834171971,2.5,2,危险,63.3062,86.0741,138.8691,,,32,55.0,,,117.791,188.3914,,,0.59641036,,,0.39331276,,,5.4203,5.9625,10.1783,15,6,9.0,,
447,即,3.468970062788358e-05,0.0,0.0,,1.0,3.4695117445505136e-05,7.822753730866825e-11,4.4,0.9919823232323232,5.5,3.5474399166402534e-05,1.5115967209182662e-07,6.5,0.6882043882043881,540.6,10,即,39,729.6815384615384,224.6534222979979,7.142857142857142,1,即,134.4626,313.3086,,,,24,,,,314.344,,,,,,,,,,,,,7,7,,,
448,即使,3.468970062788358e-05,0.0,0.0,,1.0,3.4699330302925156e-05,0.0,8.0,1.0,9.0,3.47234262655337e-05,2.4070011479590227e-08,10.0,0.8666666666666667,29.0,1,即使,40,674.29975,237.57268934043893,2.4390243902439024,2,即使,117.9615,313.3086,389.0963,,,24,47.0,,,314.344,388.9622,,,0.5205941,,,0.57218367,,,6.6339999999999995,5.9967,8.3796,15,7,8.0,,
449,即將,3.468970062788358e-05,0.0,0.0,,1.0,3.469210750378142e-05,0.0,1.0,,3.0,3.469210750378142e-05,0.0,1.0,,3.0,1,即将,38,724.3221052631578,238.61360381415372,5.0,2,即将,61.5345,313.3086,930.0741,,,24,40.0,,,314.344,410.3632,,,0.27156738,,,0.22339738,,,6.6339999999999995,6.6409,7.337000000000001,16,7,9.0,,
450,卷,3.468970062788358e-05,0.0,0.0,,1.0,3.46901634838163e-05,0.0,0.3076923076923077,,1.3846153846153846,3.527249428488629e-05,0.0,0.6923076923076923,1.0,398.76923076923083,13,卷,42,719.7833333333333,305.4456722654479,0.0,1,卷,30.6004,83.8173,,,,37,,,,64.4181,,,,,,,,,,,,,8,8,,,
